DR_NO,Date Rptd,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Race,Premis Desc,Weapon Desc,LAT,LON
200205371,1/29/2020,Rampart,210,ROBBERY,36,M,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0836,-118.2917
200204220,1/6/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,B,Black,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,KITCHEN KNIFE,34.0596,-118.2749
211218508,8/24/2021,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,M,H,Hispanic,OTHER BUSINESS,HAND GUN,33.9635,-118.298
210406177,3/1/2021,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0,M,W,White,PARKING LOT,,34.0345,-118.2228
200405294,2/3/2020,Hollenbeck,901,VIOLATION OF RESTRAINING ORDER,27,F,H,Hispanic,STREET,,34.0281,-118.2194
211112904,9/11/2021,Northeast,761,BRANDISH WEAPON,34,M,B,Black,SINGLE FAMILY DWELLING,UNKNOWN FIREARM,34.129,-118.2271
211414829,7/11/2021,Pacific,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",93,M,B,Black,DRUG STORE,BOTTLE,34.0262,-118.4277
160606560,2/10/2016,Hollywood,354,THEFT OF IDENTITY,61,F,W,White,SINGLE FAMILY DWELLING,,34.095,-118.3056
210705188,1/31/2021,Wilshire,350,"THEFT, PERSON",30,F,B,Black,STREET,,34.0514,-118.3206
210205604,2/10/2021,Rampart,761,BRANDISH WEAPON,37,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.0523,-118.2699
211114293,10/19/2021,Northeast,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),26,F,W,White,"VEHICLE, PASSENGER/TRUCK",,34.1069,-118.2918
210316521,9/27/2021,Southwest,210,ROBBERY,31,F,B,Black,PARKING LOT,VEHICLE,34.0126,-118.3403
211817594,9/27/2021,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,33.9519,-118.2745
211810997,5/25/2021,Southeast,440,THEFT PLAIN - PETTY ($950 & UNDER),38,F,H,Hispanic,SINGLE FAMILY DWELLING,,33.9565,-118.2586
200311572,5/19/2020,Southwest,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),56,M,B,Black,PARKING LOT,,34.0265,-118.2882
211111065,7/22/2021,Northeast,330,BURGLARY FROM VEHICLE,36,M,W,White,STREET,,34.0982,-118.2841
200405308,2/3/2020,Hollenbeck,320,"BURGLARY, ATTEMPTED",0,M,W,White,CONSTRUCTION SITE,,34.0452,-118.1994
211413001,6/7/2021,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),30,M,K,Asian,BEACH,,33.9792,-118.4666
210907425,3/28/2021,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,B,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1576,-118.4122
211610850,8/24/2021,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,M,B,Black,"VEHICLE, PASSENGER/TRUCK",,34.2084,-118.3703
181823096,11/27/2018,Southeast,354,THEFT OF IDENTITY,28,M,H,Hispanic,SINGLE FAMILY DWELLING,,33.9455,-118.2848
210709806,6/15/2021,Wilshire,330,BURGLARY FROM VEHICLE,34,M,W,White,STREET,,34.0377,-118.3531
210813577,9/1/2021,West LA,330,BURGLARY FROM VEHICLE,30,M,W,White,OTHER RESIDENCE,,34.0406,-118.4519
200404298,1/9/2020,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),65,F,W,White,STREET,,34.0619,-118.198
210713951,10/3/2021,Wilshire,354,THEFT OF IDENTITY,39,M,H,Hispanic,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,34.0437,-118.344
210710191,6/25/2021,Wilshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,65,M,W,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.3762
211411940,5/19/2021,Pacific,480,BIKE - STOLEN,37,M,B,Black,OTHER PREMISE,,34.0205,-118.404
210704577,1/15/2021,Wilshire,624,BATTERY - SIMPLE ASSAULT,20,M,H,Hispanic,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0734,-118.3765
200322215,12/23/2020,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),31,F,B,Black,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0091,-118.3089
200504230,1/5/2020,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,42,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,33.7433,-118.2879
200104990,1/14/2020,Central,624,BATTERY - SIMPLE ASSAULT,27,M,B,Black,MTA - PURPLE LINE - CIVIC CENTER/GRAND PARK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0547,-118.2505
200504812,1/20/2020,Harbor,210,ROBBERY,32,M,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7288,-118.2924
211912944,9/5/2021,Mission,624,BATTERY - SIMPLE ASSAULT,58,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2466,-118.4566
151606570,3/9/2015,Foothill,354,THEFT OF IDENTITY,48,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.2609,-118.4195
200104276,1/4/2020,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),18,M,H,Hispanic,LA UNION STATION (NOT LINE SPECIFIC),,34.0563,-118.2374
212114616,9/30/2021,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),51,M,H,Hispanic,TOW YARD*,,34.2138,-118.5951
211414495,7/5/2021,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9938,-118.4161
191714532,8/21/2019,Devonshire,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,5,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.25,-118.606
200309207,3/7/2020,Southwest,330,BURGLARY FROM VEHICLE,54,M,B,Black,DRIVEWAY,,34.0127,-118.3241
200206908,2/26/2020,Rampart,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,7,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",BELT FLAILING INSTRUMENT/CHAIN,34.0493,-118.2828
200506449,2/26/2020,Harbor,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7306,-118.2857
200305115,1/19/2020,Southwest,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",20,F,B,Black,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,34.0193,-118.2885
211705933,2/24/2021,Devonshire,900,VIOLATION OF COURT ORDER,37,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2203,-118.5688
211612747,10/24/2021,Foothill,310,BURGLARY,0,M,W,White,RECYCLING CENTER,,34.2275,-118.3811
210704743,1/21/2021,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),46,F,H,Hispanic,OTHER BUSINESS,,34.0559,-118.3762
200405703,2/13/2020,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0497,-118.2217
200107352,2/18/2020,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),36,M,B,Black,"VEHICLE, PASSENGER/TRUCK",,34.0446,-118.249
211111523,8/3/2021,Northeast,900,VIOLATION OF COURT ORDER,22,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.1072,-118.2077
200415025,11/19/2020,Hollenbeck,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,H,Hispanic,PARKING LOT,VEHICLE,34.0582,-118.194
200107858,2/25/2020,Central,354,THEFT OF IDENTITY,54,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0413,-118.2517
211811484,6/3/2021,Southeast,330,BURGLARY FROM VEHICLE,38,F,B,Black,PARKING LOT,,33.9455,-118.2851
200310339,4/23/2020,Southwest,664,"BUNCO, PETTY THEFT",24,F,W,White,SINGLE FAMILY DWELLING,,34.0238,-118.3452
210908291,4/17/2021,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,W,White,STREET,,34.162,-118.439
211408745,3/24/2021,Pacific,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),75,F,W,White,STREET,,34.003,-118.4426
211410718,5/1/2021,Pacific,901,VIOLATION OF RESTRAINING ORDER,28,F,B,Black,SINGLE FAMILY DWELLING,,33.9749,-118.4281
211419945,10/14/2021,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),39,F,W,White,PATIO*,,33.9934,-118.46
211313656,8/2/2021,Newton,210,ROBBERY,23,M,H,Hispanic,STREET,REVOLVER,34.0186,-118.2519
211012625,9/19/2021,West Valley,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),71,M,W,White,STREET,,34.1504,-118.4699
210909011,5/7/2021,Van Nuys,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),47,F,H,Hispanic,STREET,,34.2075,-118.4673
211408361,3/18/2021,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,W,White,GARAGE/CARPORT,,33.9758,-118.3888
200305380,1/24/2020,Southwest,210,ROBBERY,14,M,W,White,STREET,SEMI-AUTOMATIC PISTOL,34.0165,-118.3057
210414384,10/29/2021,Hollenbeck,310,BURGLARY,70,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0937,-118.2028
210609725,5/13/2021,Hollywood,624,BATTERY - SIMPLE ASSAULT,43,M,B,Black,SIDEWALK,MACE/PEPPER SPRAY,34.1016,-118.3361
200504753,1/18/2020,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),40,M,H,Hispanic,OTHER STORE,,33.7853,-118.2506
211005732,2/26/2021,West Valley,354,THEFT OF IDENTITY,52,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2012,-118.5469
200405817,2/16/2020,Hollenbeck,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,34,M,H,Hispanic,PARK/PLAYGROUND,VERBAL THREAT,34.0376,-118.2166
211506100,2/24/2021,N Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",35,F,W,White,SINGLE FAMILY DWELLING,,34.1849,-118.3867
200108909,3/10/2020,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,F,H,Hispanic,RESTAURANT/FAST FOOD,VERBAL THREAT,34.0493,-118.2418
211211847,5/7/2021,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),40,F,B,Black,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,33.9783,-118.2838
210812862,8/11/2021,West LA,354,THEFT OF IDENTITY,32,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0523,-118.461
212108161,4/23/2021,Topanga,330,BURGLARY FROM VEHICLE,77,M,W,White,STREET,,34.1636,-118.5685
210911427,7/8/2021,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),62,F,W,White,MARKET,,34.1576,-118.4405
200504720,1/17/2020,Harbor,860,BATTERY WITH SEXUAL CONTACT,17,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7315,-118.2879
210909735,5/26/2021,Van Nuys,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),49,F,H,Hispanic,STREET,,34.1794,-118.416
210208380,4/14/2021,Rampart,440,THEFT PLAIN - PETTY ($950 & UNDER),21,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0656,-118.2553
171806740,2/16/2017,Southeast,354,THEFT OF IDENTITY,26,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.9449,-118.2367
200410227,6/27/2020,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,H,Hispanic,SIDEWALK,OTHER KNIFE,34.0497,-118.1961
200216507,10/21/2020,Rampart,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),54,F,W,White,PARKING LOT,,34.0678,-118.259
211604918,2/1/2021,Foothill,940,EXTORTION,25,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.256,-118.296
211808942,4/12/2021,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,F,B,Black,"VEHICLE, PASSENGER/TRUCK",,33.9579,-118.2915
211317657,10/18/2021,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,M,K,Asian,"VEHICLE, PASSENGER/TRUCK",,33.9762,-118.2696
211107902,4/23/2021,Northeast,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),30,M,W,White,STREET,,34.1497,-118.2739
211414650,7/6/2021,Pacific,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),38,F,B,Black,OTHER RESIDENCE,,33.9685,-118.3702
211714080,10/22/2021,Devonshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,48,F,W,White,ELEMENTARY SCHOOL,VERBAL THREAT,34.2382,-118.5425
211010017,7/10/2021,West Valley,940,EXTORTION,21,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.2102,-118.5415
210914819,10/2/2021,Van Nuys,901,VIOLATION OF RESTRAINING ORDER,42,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1721,-118.434
210714133,10/9/2021,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,F,W,White,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0736,-118.3429
210714716,10/24/2021,Wilshire,354,THEFT OF IDENTITY,47,M,H,Hispanic,AUTOMATED TELLER MACHINE (ATM),,34.0888,-118.3648
211817306,9/23/2021,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,F,B,Black,SINGLE FAMILY DWELLING,,33.9461,-118.2674
191617733,12/17/2019,Foothill,860,BATTERY WITH SEXUAL CONTACT,4,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2683,-118.4118
211006976,4/10/2021,West Valley,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),43,M,B,Black,STREET,,34.2062,-118.5042
200505909,2/14/2020,Harbor,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",42,F,H,Hispanic,DEPARTMENT STORE,,33.8524,-118.2924
211513641,8/25/2021,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,B,Black,GARAGE/CARPORT,,34.1695,-118.3659
210815336,10/8/2021,West LA,354,THEFT OF IDENTITY,41,F,W,White,SINGLE FAMILY DWELLING,,34.058,-118.4778
200505425,2/3/2020,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,H,Hispanic,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7668,-118.2608
211819073,10/26/2021,Southeast,480,BIKE - STOLEN,35,M,W,White,SINGLE FAMILY DWELLING,,33.9551,-118.2814
210704867,1/23/2021,Wilshire,310,BURGLARY,37,M,W,White,SINGLE FAMILY DWELLING,,34.0762,-118.3487
200108703,3/7/2020,Central,624,BATTERY - SIMPLE ASSAULT,60,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2443
211106032,3/1/2021,Northeast,440,THEFT PLAIN - PETTY ($950 & UNDER),44,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.11,-118.2874
200205888,2/7/2020,Rampart,350,"THEFT, PERSON",39,F,H,Hispanic,PARK/PLAYGROUND,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0601,-118.2761
212110524,6/24/2021,Topanga,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1974,-118.6029
210210673,6/15/2021,Rampart,210,ROBBERY,49,F,W,White,STREET,PIPE/METAL PIPE,34.0387,-118.2786
192020314,7/8/2019,Olympic,815,SEXUAL PENETRATION W/FOREIGN OBJECT,6,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0709,-118.2941
211509029,5/8/2021,N Hollywood,310,BURGLARY,0,M,W,White,THEATRE/MOVIE,,34.1849,-118.3978
211418702,9/19/2021,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),41,F,H,Hispanic,ALLEY,,34.0271,-118.4106
200304517,1/9/2020,Southwest,480,BIKE - STOLEN,18,M,W,White,SIDEWALK,,34.0193,-118.2885
210713918,10/5/2021,Wilshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0486,-118.3385
200305180,1/22/2020,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",UNKNOWN WEAPON/OTHER WEAPON,34.0146,-118.3078
211714362,10/7/2021,Devonshire,480,BIKE - STOLEN,37,M,W,White,DAM/RESERVOIR,,34.2465,-118.5841
211607627,5/9/2021,Foothill,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2596,-118.2952
211515554,10/4/2021,N Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),30,F,W,White,GARAGE/CARPORT,,34.1667,-118.3702
211913334,9/15/2021,Mission,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),62,M,W,White,STREET,,34.3123,-118.4379
211411963,5/19/2021,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,A,Asian,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9453,-118.3747
212108937,5/15/2021,Topanga,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,H,Hispanic,ALLEY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2011,-118.5884
211416307,8/8/2021,Pacific,330,BURGLARY FROM VEHICLE,27,H,F,Asian,GARAGE/CARPORT,,34.0265,-118.3946
210617164,10/9/2021,Hollywood,354,THEFT OF IDENTITY,76,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0992,-118.3417
210813193,8/24/2021,West LA,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,W,White,SIDEWALK,,34.039,-118.4391
211700737,7/17/2021,Devonshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35,F,B,Black,SINGLE FAMILY DWELLING,,34.2308,-118.5324
200109183,3/14/2020,Central,946,OTHER MISCELLANEOUS CRIME,30,F,H,Hispanic,OTHER PREMISE,,34.0445,-118.2523
211218100,8/21/2021,77th Street,210,ROBBERY,35,M,B,Black,PARKING LOT,SEMI-AUTOMATIC PISTOL,33.9891,-118.3051
211607445,5/2/2021,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",67,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.224,-118.3763
200406110,2/24/2020,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,41,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0596,-118.1934
210400862,6/21/2021,Hollenbeck,354,THEFT OF IDENTITY,0,M,W,White,BANK,,34.0512,-118.2093
211220588,9/29/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,44,M,W,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0016,-118.2878
211114874,11/1/2021,Northeast,310,BURGLARY,56,M,A,Asian,SINGLE FAMILY DWELLING,,34.1096,-118.3
200106914,2/11/2020,Central,763,STALKING,25,F,W,White,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,34.0542,-118.2566
210813686,9/4/2021,West LA,310,BURGLARY,39,M,W,White,PARKING UNDERGROUND/BUILDING,,34.0478,-118.4648
210609215,4/17/2021,Hollywood,310,BURGLARY,32,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1003,-118.3166
212104968,1/29/2021,Topanga,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,M,B,Black,SINGLE FAMILY DWELLING,,34.1785,-118.5698
211511462,7/6/2021,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,W,White,STREET,PIPE/METAL PIPE,34.2157,-118.4091
200108815,3/9/2020,Central,330,BURGLARY FROM VEHICLE,44,M,W,White,STREET,,34.0455,-118.2381
211505953,2/20/2021,N Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1522,-118.3593
210410239,7/1/2021,Hollenbeck,330,BURGLARY FROM VEHICLE,59,F,B,Black,STREET,,34.0479,-118.2277
200212210,7/5/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,F,H,Hispanic,SIDEWALK,UNKNOWN TYPE CUTTING INSTRUMENT,34.0554,-118.2702
211218324,8/24/2021,77th Street,210,ROBBERY,18,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9709,-118.3068
200400773,5/6/2020,Hollenbeck,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,43,M,H,Hispanic,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0692,-118.1767
201904557,1/11/2020,Mission,860,BATTERY WITH SEXUAL CONTACT,7,M,H,Hispanic,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,34.2338,-118.472
200105577,1/23/2020,Central,624,BATTERY - SIMPLE ASSAULT,52,F,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0495,-118.2529
210810572,6/18/2021,West LA,624,BATTERY - SIMPLE ASSAULT,27,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0548,-118.3965
210117617,9/27/2021,Central,624,BATTERY - SIMPLE ASSAULT,29,F,W,White,GARAGE/CARPORT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0599,-118.2426
211508134,4/14/2021,N Hollywood,310,BURGLARY,0,M,W,White,OTHER BUSINESS,,34.2037,-118.421
211209556,3/31/2021,77th Street,310,BURGLARY,43,F,B,Black,SIDEWALK,,33.9698,-118.2874
200207787,2/28/2020,Rampart,440,THEFT PLAIN - PETTY ($950 & UNDER),37,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0791,-118.2932
200104550,1/8/2020,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,M,W,White,MISSIONS/SHELTERS,,34.0421,-118.2469
211313486,7/30/2021,Newton,901,VIOLATION OF RESTRAINING ORDER,80,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0075,-118.2643
211110315,7/1/2021,Northeast,648,ARSON,32,M,W,White,STREET,,34.1143,-118.2695
211012868,9/29/2021,West Valley,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),49,F,W,White,CONDOMINIUM/TOWNHOUSE,,34.1672,-118.5186
210510962,7/2/2021,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,M,H,Hispanic,OTHER STORE,,33.8315,-118.3069
211906857,3/23/2021,Mission,210,ROBBERY,28,M,H,Hispanic,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",BOARD,34.2117,-118.4488
200405865,2/18/2020,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,H,Hispanic,STREET,SEMI-AUTOMATIC PISTOL,34.0774,-118.1749
200307783,3/2/2020,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,30,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,34.0198,-118.3492
210114802,8/7/2021,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24,M,B,Black,"VEHICLE, PASSENGER/TRUCK",,34.0358,-118.2345
210907324,3/24/2021,Van Nuys,624,BATTERY - SIMPLE ASSAULT,48,F,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1811,-118.4443
200100634,2/26/2020,Central,480,BIKE - STOLEN,17,M,H,Hispanic,SIDEWALK,,34.032,-118.2667
210108734,4/11/2021,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,52,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2485
211221747,10/18/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,56,M,B,Black,TRANSITIONAL HOUSING/HALFWAY HOUSE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9863,-118.2881
211307519,3/22/2021,Newton,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,43,F,H,Hispanic,SINGLE FAMILY DWELLING,VERBAL THREAT,33.9942,-118.2701
200412574,9/8/2020,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,70,M,H,Hispanic,OTHER/OUTSIDE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0571,-118.2084
212113084,8/26/2021,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),42,M,W,White,SINGLE FAMILY DWELLING,,34.1969,-118.6191
